ぽっぴんジャンプ♪ (Poppin Jump♪) (solo piano ver.),川田瑠夏 (かわだ るか),多数者沉默
ティナのテーマ (蒂娜的主题音乐),植松伸夫 (うえまつ のぶお),多数者沉默
きみが呼ぶなまえ~夢のつづき (你呼唤的名字  梦的延续),吉森信 (よしもり まこと),多数者沉默
Greensleaves,David Nevue,多数者沉默
「春と嘯く」 (春啸),増田俊郎 (ますだ としお),多数者沉默
楽光,梁邦彦 (양방언),多数者沉默
Gently Dreaming,Peter Kater,多数者沉默
風紋 ~3つの軌跡~,松枝賀子,多数者沉默
春景色,渡边雅二 (MASAJI WATANABE),多数者沉默
Jesu， Joy of Man's Desiring,Stanton Lanier,多数者沉默
소녀의 사랑은 왈츠 (Girl's Love Is Waltz),Crepe (크레페),多数者沉默
In A Notebook,Goldmund,多数者沉默
飘渺仙迹,屠颖,多数者沉默
Merry-Go-Round (人生的旋转木马) (Piano Solo Ver),久石让 (ひさいし じょう),多数者沉默
Friends,久石让 (ひさいし じょう),多数者沉默
A Simple Life,One Hour Music,多数者沉默
True Love,May Second (메이세컨),多数者沉默
Awaken the Dawn(Solo),Stanton Lanier,多数者沉默
Konayuki (Piano Version),1公升的眼泪,多数者沉默
Palpitation!,梶浦由记 (かじうら ゆき),多数者沉默
The Treasure,Bernward Koch,多数者沉默
桜廻廊,a_hisa,多数者沉默
楓,阿南亮子 (あなん りょうこ),多数者沉默
初めから今まで (从开始到现在),中村由利子 (なかむら ゆりこ),多数者沉默
Shenfa; Song of the Bay， the Purity， the Day， the Embrace， and the Flower 莎木,Sega Piano Nocturne,多数者沉默
Kirara,S.E.N.S. (神思者),多数者沉默
Prodigal,Brad Jacobsen,多数者沉默
Unspoken...,Elizabeth Naccarato,多数者沉默
Romance,倉本裕基 (くらもと ゆうき),多数者沉默
Beyond the Sundial,Kevin Kern,多数者沉默
Pastel Reflections,Kevin Kern,多数者沉默
ヒカリヘ (向着光) (piano version),林友树 (林ゆうき),多数者沉默
Joy,George Winston,多数者沉默
時の薫り (时间的香气),西村由纪江 (にしむら ゆきえ),多数者沉默
Thinking Of You,Jean-Francois Maljean / 喜多郎 (Kitaro),多数者沉默
Energy Flow,坂本龙一 (さかもと りゅういち),多数者沉默
Leaves On The Seine (2003 Digital Remaster; Re-mastered),David Lanz,多数者沉默
サヨナラは今もこの胸に居ます (离情仍在我心间),羽田裕美 (Hiromi Haneda),多数者沉默
心を開いて,羽田裕美 (Hiromi Haneda),多数者沉默
風の行く末に,TVサントラ,多数者沉默
早操,周杰伦,多数者沉默
Reminiscence,林海,多数者沉默
城南夜,林海,多数者沉默
Whiplash,Justin Hurwitz,Whiplash&Master
Overture (From "Whiplash"),Justin Hurwitz,Whiplash&Master
Too Hip To Retire,Justin Hurwitz,Whiplash&Master
Fletcher's Song In Club,Justin Hurwitz,Whiplash&Master
Caravan,Justin Hurwitz,Whiplash&Master
"What's Your Name",Justin Hurwitz,Whiplash&Master
Practicing,Justin Hurwitz,Whiplash&Master
Rock Odyssey,Don Ellis,Whiplash&Master
The Beat Goes On,Buddy Rich,Whiplash&Master
Listen Here Goes Funky,Buddy Rich,Whiplash&Master
Upswingin',Justin Hurwitz,Whiplash&Master
Rehearsal Medley,Justin Hurwitz,Whiplash&Master
Casey's Song,Justin Hurwitz,Whiplash&Master
When I Wake,Justin Hurwitz,Whiplash&Master
No Two Words,Nicholas Britell / Justin Hurwitz,Whiplash&Master
Intoit,Justin Hurwitz,Whiplash&Master
Good Job,J.K. Simmons,Whiplash&Master
Accident,Justin Hurwitz,Whiplash&Master
Dismissed,Justin Hurwitz,Whiplash&Master
一晃眼,卫兰,夏
人间失格,JUDE曾若华,夏
天敌,卫兰,夏
不意外的意外,连诗雅,夏
浓雾,陈明憙Jocelyn,夏
天变地变情不变,李幸倪,夏
Lovesick,Dear John,夏
自疗,林若盈,夏
神把眼泪都留给了人,叶巧琳,夏
Confirmation,Charlie Parker,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
I Should Care,Lucky Thompson,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Youd Be So Nice To Come Home To,Barbara Carroll,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Humoresque (Instrumental),Don Byas,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Hanky Panky,Dexter Gordon,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
But Beautiful,Charles McPherson,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Body And Soul,Sonny Stitt,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Prisoner Of Love,Coleman Hawkins / Ben Webster,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Dewey Square,Phil Woods / Donald Byrd,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Help Keep Your City Clean Blues,Al Cohn,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
The Things We Did Last Summer,Sahib Shihab,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Sonny， Please,Sonny Rollins,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
(I Wonder) Where Our Love Has Gone,Zoot Sims / Jimmy Rowles,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Misty,Erroll Garner,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Everything Happens to Me,Duke Jordan,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Ravel's Bolero,Jacques Loussier Trio / Maurice Ravel,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
A Sinner Kissed an Angel (-1),Steve Allen,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
The Star-Crossed Lovers,Claude Williamson,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Voce Abuso,Tommy Flanagan / George Mraz / Kenny Washington,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Sophisticated Lady,Thelonious Monk,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Take 1,Lennie Tristano,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
There Will Never Be Another You,Bud Powell,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
A Foggy Day (Remaster),Hazel Scott,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Jingle Bells,Oscar Peterson,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Gone With The Wind,Bennie Green,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Fly Me To The Moon,Art Farmer,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
A Theme for Ahmad,Idrees Sulieman,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Ellington Medley: Do Nothing Till You Hear from Me/Five O'Clock Drag,Steve Turre,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Trust In Me,Clark Terry,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Muggin' the Minor,Conte Candoli,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Stardust,Frank Rosolino,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Sambahia,Jon Faddis,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
On The Sunny Side Of The Street,Dizzy Gillespie / Sonny Stitt / Sonny Rollins,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
I Got It Bad & That Ain't Good,Benny Bailey / Frank Wunsch / Fritz Krisse / Jo Krause,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Autumn Leaves,Miles Davis,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Zamar Nodad [*],Shelly Manne,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
By Strauss,The Kenny Clarke-Francy Boland Big Band,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Kenny's Thing,Duffy Jackson,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Les Tricheurs,Stan Getz,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
New Old Age,Peter Erskine / Palle Danielsson / John Taylor,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
The Monster,Gene Krupa / Buddy Rich,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Bright Moments,Rahsaan Roland Kirk,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
My Little Suede Shoes,Red Rodney,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Autumn Leaves,Don Byas,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
A Night in Tunisia,Art Pepper,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
Georgia on My Mind (Live at the Jazz Standard),Frank Morgan,虾米音乐周刊第41期精选集【爵士系列一】波普Bebop
问明月,郁可唯,燕歌十月
看淡,田馥甄,燕歌十月
Song for Lovers,The Dø,燕歌十月
寻人启事,徐佳莹,燕歌十月
いつか降る雨、桜 (Instrumental),Halozy,燕歌十月
我想和你虚度时光,程璧 / 莫西子诗,燕歌十月
清风徐来,王菲,燕歌十月
人海 (2015版),燕池,燕歌十月
涟漪,卡奇社,燕歌十月
カタクリの花,Advantage Lucy (アドバンテージ・ルーシー),燕歌十月
蜚,卡奇社,燕歌十月
Light My Way,Caroline Eddleman,燕歌十月
Hello， shooting-star,沐月 (moumoon),燕歌十月
十年,陈奕迅,燕歌十月
阴天快乐,陈奕迅,燕歌十月
远在咫尺,陈奕迅,燕歌十月
鲁冰花,刘毅宁,2020
雪の華,刘毅宁,2020
Exist For Love,AURORA,2020
如也,陈粒,2020
不露声色,Jam,2020
日久生情，与这波澜不惊,阿肆,2020
The Season Of Us,昨夜派对（L.N Party）,2020
パレード (游行) (Instrumental),平沢進 (ひらさわ すすむ),2020
The Look Of Love,Kee Kessack / Susan Egan,2020
Bluebeard (EP Version),Cocteau Twins,2020
Not Going Anywhere,Various Artists / Tom Bromley,2020
La Fille aux Cheveux de Lin,Marcus Llerena,2020
島唄 (シマウタ),夏川里美 (夏川りみ),2020
1時間,Humbert Humbert (ハンバート ハンバート),2020
春の海,宮城道雄 (みやぎ みちお),2020
朝霧,天地雅楽,2020
강원도아리랑,金英姙 (김영임),2020
天架きる桥,古谢美佐子,2020
TSUNAMI,やなわらばー (调皮鬼),2020
島人ぬ宝,やなわらばー (调皮鬼),2020
Los Hermanos,Marta Töpferová,2020
Kecharitomene,Loreena McKennitt,2020
You And The Night And The Music,Bill Evans,2020
听说爱情回来过,华语群星,2020
Can't Help Myself,Now， Now,2020
冬,好妹妹,2020
陀螺,万晓利,2020
一直很安静,阿桑,2020
毒苹果,G.E.M. 邓紫棋,2020
另一个童话,G.E.M. 邓紫棋,2020
Eversleeping (Single Version),Xandria,2020
Never Been Kissed (Acoustic Version),at17,2020
Blowin' in the Wind,Bob Dylan,2020
Johann Sebastian Bach: Ich bin so lang nicht bei dir gewest,David Vatteville / Céline Frisch / Dominique Visse / Christophe Tellart,2020
Think Again,Kate Havnevik,2020
I Miss You (It's Weird That You Don't Notice),Nikki Cleary,2020
我想和你虚度时光,程璧 / 莫西子诗,2020
Coffee,Copeland,2020
有 时 犯 规,志国夜总会,2020
Take Me Home Country Roads,Various Artists,2020
oracion (祈祷),project-ALCA-,2020
青いカナリヤ-Acoustic ver.-,中恵光城 (ABSOLUTE CASTAWAY),2020
調和 oto ～with reflection～,KOKIA (吉田亚纪子),2020
Tank!,Seatbelts / 菅野洋子 (かんの ようこ),2020
Tank! (Luke Vibert Remix),Seatbelts / 菅野洋子 (かんの ようこ) / Luke Vibert,2020
Where You Are,KMAC,2020
Conversations With Stars,Brightwood,2020
Hold Me Tight,Alyssa Bernal / Jason Wade,2020
Lie to Me,Devics,Wherever
Riverside,Agnes Obel,Wherever
Love In December,Club 8,Wherever
What Love Really Means,JJ Heller,Wherever
Lullaby,Priscilla Ahn,Wherever
Dream,Priscilla Ahn,Wherever
The Hard Way,Sierra Hull,Wherever
Half On A Baby,Shivaree,Wherever
Spell (Album Version),Marié Digby,Wherever
Seasons in the Sun,陈曦,Wherever
Sabra Girl,Nickel Creek,Wherever
Communication,The Cardigans,Wherever
Heartbeats,Amy Diamond / Robert Habolin,Wherever
Two At a Time,Shelly Fraley,Wherever
Planes， Oceans and Symphonies,Weatherstar,Wherever
Oceans Deep,SONSOFDAY,Wherever
You Belong To Me,Jason Wade,Wherever
Sleeping in,The Radio Dept.,Wherever
Bad Dream,Chlöe Howl,My Bop
Bumper Cars,Alex & Sierra,My Bop
Summertime Sadness,Lana Del Rey,My Bop
Zero,Julie Bjerre,My Bop
Imagination,Shawn Mendes,My Bop
Camberwell,#1 Dads,My Bop
Sleep Alone,Stacey,My Bop
Can't Stop Love,Darin,My Bop
Gone,The Strange Familiar,My Bop
How I Want Ya,Thames / Dev,My Bop
I'm In Here,Sia,My Bop
Paper Doll,Bea Miller,My Bop
This Moment,Katy Perry,My Bop
Closer,Travis,My Bop
Light A Fire,Rachel Taylor,My Bop
You,Future of Forestry,My Bop
Fuerteventura,Russian Red,My Bop
Love Yourself,Justin Bieber,My Bop
Killing Switch,Last Lynx,My Bop
It Wouldn't Be Right,Chasing Jonah,My Bop
Scarborough Fair,Sarah Brightman,My Bop
Four Leaf Clover,Diana Vickers,My Bop
Near or Far,Carissa Rae,My Bop
Near To You,A Fine Frenzy,My Bop
When You Sleep,Mary Lambert,My Bop
No One But You,Doug Paisley,My Bop
On The Wing,Owl City,My Bop
Lay It All On Me,Rudimental / Ed Sheeran,My Bop
Bonfire Heart,James Blunt,My Bop
Show You,Shawn Mendes,My Bop
All The King's Horses,Karmina,My Bop
Spirit of the Living God,Audrey Assad,My Bop
